Hexstream,Split Indexes,Splited Hexstream,Is Valid
6f00220009a6183f000000008477060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d0600ecd803,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 8477060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 ecd8 03 ,True
6f00380009a6183f000000008477060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d4600ecd800ee4a9f23313736362d4c45432020200000660036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 8477060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 ecd8 00ee4a9f23313736362d4c45432020200000660036829efc01 ,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b10026009cec4b0220672401074d00e0312b3d0f00edd8a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 9cec 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 edd8 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b10023009ceccb000000074d00e0312b3d4f00edd800200000200000ffff00240000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 9cec cb 00 00 00 07 4d00 e0312b3d 4f 00 edd8 00200000200000ffff00240000000000ffff ,True
6f00220009a6183f000000008b77060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d0600eed803,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 8b77060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 eed8 03 ,True
6f00380009a6183f000000008b77060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d4600eed800ee4a9f23313736362d4c45432020200000660036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 8b77060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 eed8 00ee4a9f23313736362d4c45432020200000660036829efc01 ,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b10026009dec4b0220672401074d00e0312b3d0f00efd8a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 9dec 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 efd8 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b10023009deccb000000074d00e0312b3d4f00efd800200000200000ffff00240000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 9dec cb 00 00 00 07 4d00 e0312b3d 4f 00 efd8 00200000200000ffff00240000000000ffff ,True
6f00220009a6183f000000009277060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d0600f0d803,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 9277060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 f0d8 03 ,True
6f00380009a6183f000000009277060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d4600f0d800ee4a9f23313736362d4c45432020200000660036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 9277060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 f0d8 00ee4a9f23313736362d4c45432020200000660036829efc01 ,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b10026009eec4b0220672401074d00e0312b3d0f00f1d8a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 9eec 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 f1d8 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b10023009eeccb000000074d00e0312b3d4f00f1d800200000200000ffff00240000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 9eec cb 00 00 00 07 4d00 e0312b3d 4f 00 f1d8 00200000200000ffff00240000000000ffff ,True
6f00220009a6183f000000009977060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d0600f2d803,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 9977060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 f2d8 03 ,True
6f00380009a6183f000000009977060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d4600f2d800ee4a9f23313736362d4c45432020200000660036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 9977060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 f2d8 00ee4a9f23313736362d4c45432020200000660036829efc01 ,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b10026009fec4b0220672401074d00e0312b3d0f00f3d8a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 9fec 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 f3d8 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b10023009feccb000000074d00e0312b3d4f00f3d800200000200000ffff00240000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 9fec cb 00 00 00 07 4d00 e0312b3d 4f 00 f3d8 00200000200000ffff00240000000000ffff ,True
6f00220009a6183f00000000a077060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d0600f4d803,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 a077060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 f4d8 03 ,True
6f00380009a6183f00000000a077060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d4600f4d800ee4a9f23313736362d4c45432020200000660036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 a077060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 f4d8 00ee4a9f23313736362d4c45432020200000660036829efc01 ,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b1002600a0ec4b0220672401074d00e0312b3d0f00f5d8a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 a0ec 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 f5d8 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b1002300a0eccb000000074d00e0312b3d4f00f5d800200000200000ffff00240000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 a0ec cb 00 00 00 07 4d00 e0312b3d 4f 00 f5d8 00200000200000ffff00240000000000ffff ,True
6f00220009a6183f00000000a777060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d0600f6d803,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 a777060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 f6d8 03 ,True
6f00380009a6183f00000000a777060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d4600f6d800ee4a9f23313736362d4c45432020200000660036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 a777060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 f6d8 00ee4a9f23313736362d4c45432020200000660036829efc01 ,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b1002600a1ec4b0220672401074d00e0312b3d0f00f7d8a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 a1ec 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 f7d8 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b1002300a1eccb000000074d00e0312b3d4f00f7d800200000200000ffff00240000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 a1ec cb 00 00 00 07 4d00 e0312b3d 4f 00 f7d8 00200000200000ffff00240000000000ffff ,True
6f00220009a6183f00000000ae77060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d0600f8d803,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 ae77060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 f8d8 03 ,True
6f00380009a6183f00000000ae77060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d4600f8d800ee4a9f23313736362d4c45432020200000660036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 ae77060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 f8d8 00ee4a9f23313736362d4c45432020200000660036829efc01 ,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b1002600a2ec4b0220672401074d00e0312b3d0f00f9d8a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 a2ec 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 f9d8 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b1002300a2eccb000000074d00e0312b3d4f00f9d800200000200000ffff00240000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 a2ec cb 00 00 00 07 4d00 e0312b3d 4f 00 f9d8 00200000200000ffff00240000000000ffff ,True
6f00220009a6183f00000000b577060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d0600fad803,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 b577060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 fad8 03 ,True
6f00380009a6183f00000000b577060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d4600fad800ee4a9f23313736362d4c45432020200000660036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 b577060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 fad8 00ee4a9f23313736362d4c45432020200000660036829efc01 ,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b1002600a3ec4b0220672401074d00e0312b3d0f00fbd8a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 a3ec 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 fbd8 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b1002300a3eccb000000074d00e0312b3d4f00fbd800200000200000ffff00240000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 a3ec cb 00 00 00 07 4d00 e0312b3d 4f 00 fbd8 00200000200000ffff00240000000000ffff ,True
6f00220009a6183f00000000bc77060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d0600fcd803,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 bc77060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 fcd8 03 ,True
6f00380009a6183f00000000bc77060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d4600fcd800ee4a9f23313736362d4c45432020200000660036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 bc77060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 fcd8 00ee4a9f23313736362d4c45432020200000660036829efc01 ,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b1002600a4ec4b0220672401074d00e0312b3d0f00fdd8a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 a4ec 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 fdd8 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b1002300a4eccb000000074d00e0312b3d4f00fdd800200000200000ffff00240000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 a4ec cb 00 00 00 07 4d00 e0312b3d 4f 00 fdd8 00200000200000ffff00240000000000ffff ,True
6f00220009a6183f00000000c377060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d0600fed803,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 c377060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 fed8 03 ,True
6f00380009a6183f00000000c377060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d4600fed800ee4a9f23313736362d4c45432020200000660036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 c377060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 fed8 00ee4a9f23313736362d4c45432020200000660036829efc01 ,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b1002600a5ec4b0220672401074d00e0312b3d0f00ffd8a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 a5ec 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 ffd8 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b1002300a5eccb000000074d00e0312b3d4f00ffd800200000200000ffff00240000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 a5ec cb 00 00 00 07 4d00 e0312b3d 4f 00 ffd8 00200000200000ffff00240000000000ffff ,True
